"","Name","Product"
"b0494","tesA","multifunctional acyl-CoA thioesterase 1; protease I; lysophospholipase L1"
"b0495","ybbA","putative ABC superfamily transporter ATP-binding subunit"
"b0496","ybbP","putative ABC transporter permease"
"b0497","rhsD","Rhs family putative polymorphic toxin"
"b0498","ybbC","putative immunity protein"
"b0503","mnmH","tRNA 2-selenouridine synthase, selenophosphate-dependent"
"b0504","allS","allD operon transcriptional activator"
"b0505","allA","ureidoglycolate lyase, releasing urea"
"b0506","allR","transcriptional repressor of all and gcl operons; glyoxylate-induced"
"b0507","gcl","glyoxylate carboligase"
"b0508","hyi","hydroxypyruvate isomerase"
"b0509","glxR","tartronate semialdehyde reductase, NADH-dependent"
"b0511","ybbW","putative allantoin transporter"
"b0512","allB","allantoinase"
"b0513","ybbY","putative uracil/xanthine transporter"
"b0514","glxK","glycerate kinase II"
"b0515","allE","S-ureidoglycine aminohydrolase"
"b0516","allC","allantoate amidohydrolase"
"b0517","allD","ureidoglycolate dehydrogenase"
"b0518","fdrA","putative NAD(P)-binding acyl-CoA synthetase"
"b4572","ylbE","NO-induced DUF1116 protein"
"b0520","ylbF","putative anaerobic allantoin catabolic oxamate carbamoyltransferase; DUF2877 family protein"
"b0521","ybcF","putative carbonate kinase"
"b0522","purK","N5-carboxyaminoimidazole ribonucleotide synthase"
"b0523","purE","N5-carboxyaminoimidazole ribonucleotide mutase"
"b0524","lpxH","UDP-2,3-diacylglucosamine pyrophosphohydrolase"
"b0525","ppiB","peptidyl-prolyl cis-trans isomerase B (rotamase B)"
"b0526","cysS","cysteinyl-tRNA synthetase"
"b0527","ybcI","DUF457 family inner membrane protein"
"b0528","ybcJ","ribosome-associated protein; putative RNA-binding protein"
"b0529","folD","bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase"
"b0530","sfmA","FimA homolog, function unknown"
"b0531","sfmC","putative periplasmic pilus chaperone"
"b0532","sfmD","putative outer membrane export usher protein"
"b0533","sfmH","FimA homolog, function unknown"
"b0534","sfmF","FimA homolog, function unknown"
"b0535","sfmZ","response regulator family protein"
"b0536","argU","Arg tRNA"
"b0537","intD","DLP12 prophage; putative phage integrase"
"b0540","insE1","IS3 transposase A"
"b0541","insF1","IS3 transposase B"
"b0543","emrE","DLP12 prophage; multidrug resistance protein"
"b0544","ybcK","DLP12 prophage; putative recombinase"
"b0545","ybcL","inactive polymorphonuclear leukocyte migration suppressor; DLP12 prophage; secreted protein, UPF0098 family"
"b0546","ybcM","DLP12 prophage; putative DNA-binding transcriptional regulator"
"b4588","ylcH","uncharacterized protein, DLP12 prophage"
"b0547","ybcN","DLP12 prophage; uncharacterized protein"
"b0548","ninE","DLP12 prophage; conserved protein"
"b0549","ybcO","DLP12 prophage; uncharacterized protein"
"b0550","rusA","DLP12 prophage; endonuclease RUS"
"b4509","ylcG","uncharacterized protein, DLP12 prophage"
"b0551","quuD","DLP12 prophage; putative antitermination protein"
"b0552","insH1","IS5 transposase and trans-activator"
"b0554","essD","DLP12 prophage; putative phage lysis protein"
"b0555","rrrD","DLP12 prophage; putative lysozyme"
"b0556","rzpD","DLP12 prophage; putative murein endopeptidase"
"b4510","rzoD","DLP12 prophage; putative lipoprotein"
"b0557","borD","DLP12 prophage; putative lipoprotein"
"b0558","ybcV","DLP12 prophage; uncharacterized protein"
"b0559","ybcW","DLP12 prophage; uncharacterized protein"
"b4589","ylcI","DUF3950 family protein, DLP12 prophage"
"b0560","nohD","DLP12 prophage; DNA packaging protein"
"b0564","appY","global transcriptional activator; DLP12 prophage"
"b0565","ompT","DLP12 prophage; outer membrane protease VII (outer membrane protein 3b)"
"b4635","pauD","Xaa tRNA"
"b0566","envY","porin thermoregulatory transcriptional activator"
"b0567","ybcH","PRK09936 family protein"
"b0568","nfrA","bacteriophage N4 receptor, outer membrane subunit"
"b0569","nfrB","bacteriophage N4 receptor, inner membrane subunit"
"b0570","cusS","sensory histidine kinase in two-component regulatory system with CusR, senses copper ions"
"b0571","cusR","response regulator in two-component regulatory system with CusS"
"b0572","cusC","copper/silver efflux system, outer membrane component"
"b0573","cusF","periplasmic copper- and silver-binding protein"
"b0574","cusB","copper/silver efflux system, membrane fusion protein"
"b0575","cusA","copper/silver efflux system, membrane component"
"b0576","pheP","phenylalanine transporter"
"b0577","ybdG","mechanosensitive channel protein, miniconductance"
"b0578","nfsB","dihydropteridine reductase, NAD(P)H-dependent, oxygen-insensitive"
"b0579","ybdF","DUF419 family protein"
"b0580","ybdJ","DUF1158 family putative inner membrane protein"
"b0581","ybdK","weak gamma-glutamyl:cysteine ligase"
"b4700","sokE","-"
"b4415","hokE","toxic polypeptide, small"
"b0582","insL1","IS186 transposase"
"b0583","entD","phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex"
"b0584","fepA","iron-enterobactin outer membrane transporter"
"b0585","fes","enterobactin/ferric enterobactin esterase"
"b4511","ybdZ","stimulator of EntF adenylation activity, MbtH-like"
"b0586","entF","enterobactin synthase multienzyme complex component, ATP-dependent"
"b0587","fepE","regulator of length of O-antigen component of lipopolysaccharide chains"
"b0588","fepC","iron-enterobactin transporter subunit"
"b0589","fepG","iron-enterobactin transporter subunit"
"b0590","fepD","iron-enterobactin transporter subunit"
"b0591","entS","enterobactin exporter, iron-regulated"
"b0592","fepB","iron-enterobactin transporter subunit"
"b0593","entC","isochorismate synthase 1"
"b0594","entE","2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex"
"b0595","entB","isochorismatase"
"b0596","entA","2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase"
"b0597","entH","enterobactin synthesis proofreading thioesterase"
"b0598","cstA","carbon starvation protein involved in peptide utilization; APC peptide transporter family protein"
"b4512","ybdD","DUF466 family protein"
"b0599","ybdH","putative oxidoreductase"
"b0600","ybdL","methionine aminotransferase, PLP-dependent"
"b0601","ybdM","Spo0J family protein, ParB-like nuclease domain"
"b0602","ybdN","PAPS reductase-like domain protein"
"b0603","ybdO","putative DNA-binding transcriptional regulator"
"b0604","dsbG","thiol:disulfide interchange protein, periplasmic"
"b0605","ahpC","alkyl hydroperoxide reductase, C22 subunit"
"b0606","ahpF","alkyl hydroperoxide reductase, F52a subunit, FAD/NAD(P)-binding"
"b0607","uspG","universal stress protein UP12"
"b0608","ybdR","putative Zn-dependent NAD(P)-binding oxidoreductase"
"b0610","rnk","regulator of nucleoside diphosphate kinase"
"b0611","rna","ribonuclease I"
"b0612","citT","citrate:succinate antiporter"
"b0613","citG","2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase"
"b0614","citX","apo-citrate lyase phosphoribosyl-dephospho-CoA transferase"
"b0615","citF","citrate lyase, citrate-ACP transferase (alpha) subunit"
"b0616","citE","citrate lyase, citryl-ACP lyase (beta) subunit"
"b0617","citD","citrate lyase, acyl carrier (gamma) subunit"
"b0618","citC","[citrate [pro-3S]-lyase] ligase"
"b0619","citA","sensory histidine kinase in two-component regulatory system with CitB"
"b0620","citB","response regulator in two-component regulatory system with CitA"
"b0621","dcuC","anaerobic C4-dicarboxylate transport"
"b0622","pagP","phospholipid:lipid A palmitoyltransferase"
"b0623","cspE","constitutive cold shock family transcription antitermination protein; negative regulator of cspA transcription; RNA melting protein; ssDNA-binding protein"
"b0624","flc","fluoride efflux channel, dual topology membrane protein"
"b0627","tatE","TatABCE protein translocation system subunit"
"b0628","lipA","lipoate synthase"
"b0629","ybeF","LysR family putative transcriptional regulator"
"b0630","lipB","octanoyltransferase; octanoyl-[ACP]:protein N-octanoyltransferase"
"b0631","ybeD","UPF0250 family protein"
"b0632","dacA","D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5)"
"b0633","rlpA","septal ring protein, suppressor of prc, minor lipoprotein"
"b0634","mrdB","cell wall shape-determining protein"
"b0635","mrdA","transpeptidase involved in peptidoglycan synthesis (penicillin-binding protein 2)"
"b0636","rlmH","23S rRNA m(3)Psi1915 pseudouridine methyltransferase, SAM-dependent"
"b0637","rsfS","ribosomal silencing factor"
"b0638","cobC","putative alpha-ribazole-5'-P phosphatase"
"b0639","nadD","nicotinic acid mononucleotide adenylyltransferase, NAD(P)-dependent"
"b0640","holA","DNA polymerase III, delta subunit"
"b0641","lptE","LPS assembly OM complex LptDE, lipoprotein component"
"b0642","leuS","leucyl-tRNA synthetase"
"b0643","ybeL","DUF1451 family protein"
"b0644","ybeQ","Sel1 family TPR-like repeat protein"
"b0645","ybeR","uncharacterized protein"
"b0646","djlB","putative HscC co-chaperone, uncharacterized J domain-containing protein"
"b0647","ybeT","Sel1 family TPR-like repeat protein"
"b0648","ybeU","DUF1266 family protein"
"b0649","djlC","J domain-containing HscC co-chaperone; Hsc56"
"b0650","hscC","Hsp70 family chaperone Hsc62, binds to RpoD and inhibits transcription"
"b0651","rihA","ribonucleoside hydrolase 1"
"b0652","gltL","glutamate, aspartate ABC transporter ATP-binding subunit"
"b0653","gltK","glutamate, aspartate ABC transporter permease subunit"
"b0654","gltJ","glutamate, aspartate ABC transporter permease subunit"
"b0655","gltI","glutamate, aspartate binding protein, periplasmic; part of GltJKLI ABC transporter"
"b0656","insH1","IS5 transposase and trans-activator"
"b0657","lnt","apolipoprotein N-acyltransferase"
"b0658","ybeX","putative ion transport"
"b0659","ybeY","ssRNA-specific endoribonuclease; co-endoribonuclease working with RNase R in 16S rRNA 3' end maturation and quality control; rRNA transcription antitermination factor"
"b0660","ybeZ","PhoH-like heat shock protein"
"b0661","miaB","tRNA-i(6)A37 methylthiotransferase"
"b0662","ubiF","2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol oxygenase"
"b0664","glnX","Gln tRNA"
"b0665","glnV","Gln tRNA"
"b0666","metU","Met tRNA"
"b0668","glnW","Gln tRNA"
"b0670","glnU","Gln tRNA"
"b0672","leuW","Leu tRNA"
"b0673","metT","Met tRNA"
"b0674","asnB","asparagine synthetase B"
"b0675","umpH","UMP phosphatase"
"b0676","nagC","N-acetylglucosamine-inducible nag divergent operon transcriptional repressor"
"b0677","nagA","N-acetylglucosamine-6-phosphate deacetylase"
"b0678","nagB","glucosamine-6-phosphate deaminase"
"b0679","nagE","fused N-acetyl glucosamine specific PTS enzyme: IIC, IIB, and IIA components"
"b0680","glnS","glutamyl-tRNA synthetase"
"b0681","chiP","chitoporin, uptake of chitosugars"
"b0682","chiQ","chitosugar-induced verified lipoprotein"
"b0683","fur","ferric iron uptake regulon transcriptional repressor; autorepressor"
"b4637","uof","ryhB-regulated fur leader peptide"
"b0684","fldA","flavodoxin 1"
"b0685","ybfE","LexA-regulated protein, CopB family"
"b0686","ybfF","acyl-CoA esterase"
"b0687","seqA","negative modulator of initiation of replication"
"b0688","pgm","phosphoglucomutase"
"b0689","ybfP","lipoprotein"
"b0692","potE","putrescine/proton symporter: putrescine/ornithine antiporter"
"b0693","speF","ornithine decarboxylase isozyme, inducible"
"b4590","ybfK","uncharacterized protein"
"b0694","kdpE","response regulator in two-component regulatory system with KdpD"
"b0695","kdpD","fused sensory histidine kinase in two-component regulatory system with KdpE: signal sensing protein"
"b0696","kdpC","potassium translocating ATPase, subunit C"
"b0697","kdpB","potassium translocating ATPase, subunit B"
"b0698","kdpA","potassium translocating ATPase, subunit A"
"b4513","kdpF","potassium ion accessory transporter subunit"
"b0699","ybfA","DUF2517 family protein"
"b0700","rhsC","Rhs family putative polymorphic toxin"
"b0702","ybfB","putative membrane protein"
"b0704","ybfC","putative periplasmic protein"
"b0706","ybfD","H repeat-associated putative transposase"
"b0707","ybgA","DUF1722 family protein"
"b0708","phr","deoxyribodipyrimidine photolyase, FAD-binding"
"b0709","dtpD","dipeptide and tripeptide permease D"
"b0710","ybgI","NIF3 family metal-binding protein"
"b0711","ybgJ","putative allophanate hydrolase, subunit 1"
"b0712","ybgK","putative allophanate hydrolase, subunit 2"
"b0713","ybgL","UPF0271 family protein"
"b0714","nei","endonuclease VIII/ 5-formyluracil/5-hydroxymethyluracil DNA glycosylase"
"b0715","abrB","regulator of aidB expression; inner membrane protein"
"b0716","ybgO","putative fimbrial protein"
"b0717","ybgP","putative periplasmic pilin chaperone"
"b0718","ybgQ","putative outer membrane protein"
"b0719","ybgD","putative fimbrial-like adhesin protein"
"b0720","gltA","citrate synthase"
"b0721","sdhC","succinate dehydrogenase, membrane subunit, binds cytochrome b556"
"b0722","sdhD","succinate dehydrogenase, membrane subunit, binds cytochrome b556"
"b0723","sdhA","succinate dehydrogenase, flavoprotein subunit"
"b0724","sdhB","succinate dehydrogenase, FeS subunit"
"b0726","sucA","2-oxoglutarate decarboxylase, thiamine triphosphate-binding"
"b0727","sucB","dihydrolipoyltranssuccinase"
"b0728","sucC","succinyl-CoA synthetase, beta subunit"
"b0729","sucD","succinyl-CoA synthetase, NAD(P)-binding, alpha subunit"
"b0730","mngR","Transcriptional repressor for the mannosyl-D-glycerate catabolic operon"
"b0731","mngA","fused 2-O-a-mannosyl-D-glycerate specific PTS enzymes: IIA component/IIB component/IIC component"
"b0732","mngB","alpha-mannosidase"
"b0733","cydA","cytochrome d terminal oxidase, subunit I"
"b0734","cydB","cytochrome d terminal oxidase, subunit II"
"b4515","cydX","cytochrome d (bd-I) ubiquinol oxidase subunit X"
"b0735","ybgE","putative inner membrane protein in cydABX-ybgE operon"
"b0736","ybgC","acyl-CoA thioester hydrolase"
"b0737","tolQ","membrane spanning protein in TolA-TolQ-TolR complex"
"b0738","tolR","membrane spanning protein in TolA-TolQ-TolR complex"
"b0739","tolA","membrane anchored protein in TolA-TolQ-TolR complex"
"b0740","tolB","periplasmic protein"
"b0741","pal","peptidoglycan-associated outer membrane lipoprotein"
"b0742","ybgF","periplasmic TolA-binding protein"
"b0743","lysT","Lys tRNA"
"b0744","valT","Val tRNA"
"b0745","lysW","Lys tRNA"
"b0746","valZ","Val tRNA"
"b0747","lysY","Lys tRNA"
"b0748","lysZ","Lys tRNA"
"b0749","lysQ","Lys tRNA"
"b0750","nadA","quinolinate synthase, subunit A"
"b0751","pnuC","nicotinamide riboside transporter"
"b0752","zitB","zinc efflux system"
"b0753","ybgS","putative periplasmic protein"
"b0754","aroG","3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, phenylalanine repressible"
"b0755","gpmA","phosphoglyceromutase 1"
"b0756","galM","aldose 1-epimerase; type-1 mutarotase"
"b0757","galK","galactokinase"
"b0758","galT","galactose-1-phosphate uridylyltransferase"
"b0759","galE","UDP-galactose-4-epimerase"
"b0760","modF","fused molybdate transporter subunits of ABC superfamily: ATP-binding components"
"b0761","modE","transcriptional repressor for the molybdenum transport operon modABC"
"b0762","acrZ","AcrAB-TolC efflux pump accessory protein, membrane-associated"
"b0763","modA","molybdate transporter subunit"
"b0764","modB","molybdate transporter subunit"
"b0765","modC","molybdate transporter subunit"
"b0766","ybhA","pyridoxal phosphate (PLP) phosphatase"
"b0767","pgl","6-phosphogluconolactonase"
"b0768","ybhD","putative DNA-binding transcriptional regulator"
"b0769","ybhH","putative PrpF family isomerase"
"b0770","ybhI","putative transporter"
"b0771","ybhJ","putative hydratase"
"b0772","ybhC","acyl-CoA thioesterase, lipoprotein"
"b0773","ybhB","kinase inhibitor homolog, UPF0098 family"
"b0774","bioA","7,8-diaminopelargonic acid synthase, PLP-dependent"
"b0775","bioB","biotin synthase"
"b0776","bioF","8-amino-7-oxononanoate synthase"
"b0777","bioC","malonyl-ACP O-methyltransferase, SAM-dependent"
"b0778","bioD","dethiobiotin synthetase"
"b0779","uvrB","excinulease of nucleotide excision repair, DNA damage recognition component"
"b0780","ybhK","putative NAD(P)-binding transferase"
"b0781","moaA","molybdopterin biosynthesis protein A"
"b0782","moaB","inactive molybdopterin adenylyltransferase"
"b0783","moaC","molybdopterin biosynthesis, protein C"
"b0784","moaD","molybdopterin synthase, small subunit"
"b0785","moaE","molybdopterin synthase, large subunit"
"b0786","ybhL","UPF0005 family inner membrane protein"
"b0787","ybhM","UPF0005 family inner membrane protein"
"b0788","ybhN","UPF0104 family inner membrane protein"
"b0789","clsB","cardiolipin synthase 2"
